;Minsupport Relativ;6%
;Minsupport Absolut;300.00
;Fiktive Transaktionen Anzahl;5000
Large itemset;;angenehmes Tempo;abs.Supp.;500.00;rel.Supp.;10.00%
Large itemset;;Anschauungsmaterial / Vorführungen;abs.Supp.;800.00;rel.Supp.;16.00%
Large itemset;;Anwendungs- / Praxisbeispiele;abs.Supp.;2820.00;rel.Supp.;56.40%
Large itemset;;Arbeitsmaterialien (Skript. Lehrbuch);abs.Supp.;1020.00;rel.Supp.;20.40%
Large itemset;;Diskussionen in Präsenzlehre;abs.Supp.;530.00;rel.Supp.;10.60%
Large itemset;;eigenes Interesse am Thema;abs.Supp.;330.00;rel.Supp.;6.60%
Large itemset;;Engagement des Dozenten;abs.Supp.;460.00;rel.Supp.;9.20%
Large itemset;;Erreichbarkeit des Dozenten;abs.Supp.;300.00;rel.Supp.;6.00%
Large itemset;;Fachkompetenz des Dozenten;abs.Supp.;350.00;rel.Supp.;7.00%
Large itemset;;Humor des Dozenten;abs.Supp.;360.00;rel.Supp.;7.20%
Large itemset;;Kommunikation mit Dozenten;abs.Supp.;1550.00;rel.Supp.;31.00%
Large itemset;;Lockerheit des Dozenten;abs.Supp.;660.00;rel.Supp.;13.20%
Large itemset;;logischer Aufbau der Lehrveranstaltung;abs.Supp.;310.00;rel.Supp.;6.20%
Large itemset;;Offenheit des Dozenten für Studierende;abs.Supp.;1060.00;rel.Supp.;21.20%
Large itemset;;Partizipation / Mitsprache der Studierenden;abs.Supp.;450.00;rel.Supp.;9.00%
Large itemset;;Prüfungsvorbereitung / -schwerpunkte;abs.Supp.;310.00;rel.Supp.;6.20%
Large itemset;;Selbststudium;abs.Supp.;1580.00;rel.Supp.;31.60%
Large itemset;;strukturiertes Skript;abs.Supp.;520.00;rel.Supp.;10.40%
Large itemset;;sympathisches Auftreten des Dozenten;abs.Supp.;700.00;rel.Supp.;14.00%
Large itemset;;Teilnahme am Praktikum;abs.Supp.;1070.00;rel.Supp.;21.40%
Large itemset;;Teilnahme am Tutorium;abs.Supp.;720.00;rel.Supp.;14.40%
Large itemset;;Teilnahme an Übung (Veranstaltungsform);abs.Supp.;400.00;rel.Supp.;8.00%
Large itemset;;Teilnahme an Vorlesung;abs.Supp.;330.00;rel.Supp.;6.60%
Large itemset;;Übungen in der Vorlesung;abs.Supp.;2400.00;rel.Supp.;48.00%
Large itemset;;verständliche Erklärungen;abs.Supp.;1550.00;rel.Supp.;31.00%
Large itemset;;Visualisierungen;abs.Supp.;1430.00;rel.Supp.;28.60%
Large itemset;;Zusammenfassungen und Wiederholungen;abs.Supp.;910.00;rel.Supp.;18.20%
Large itemset;;angenehmes Tempo;abs.Supp.;375.00. ;Anwendungs- / Praxisbeispiele;abs.Supp.;375.00;rel.Supp.;7.50%
Regel :aus: ;;Anwendungs- / Praxisbeispiele;folgt: ;;angenehmes Tempo;mit einer Confidence von;75.00%
Regel :aus: ;;Anwendungs- / Praxisbeispiele;folgt: ;;Kommunikation mit Dozenten;mit einer Confidence von;71.29%
Large itemset;;Anwendungs- / Praxisbeispiele;abs.Supp.;525.00. ;Lockerheit des Dozenten;abs.Supp.;525.00;rel.Supp.;10.50%
Regel :aus: ;;Lockerheit des Dozenten;folgt: ;;Anwendungs- / Praxisbeispiele;mit einer Confidence von;18.62%
Regel :aus: ;;Anwendungs- / Praxisbeispiele;folgt: ;;Lockerheit des Dozenten;mit einer Confidence von;79.55%
Large itemset;;Anwendungs- / Praxisbeispiele;abs.Supp.;780.00. ;Offenheit des Dozenten für Studierende;abs.Supp.;780.00;rel.Supp.;15.60%
Regel :aus: ;;Offenheit des Dozenten für Studierende;folgt: ;;Anwendungs- / Praxisbeispiele;mit einer Confidence von;27.66%
Regel :aus: ;;Anwendungs- / Praxisbeispiele;folgt: ;;Offenheit des Dozenten für Studierende;mit einer Confidence von;73.58%
Large itemset;;Anwendungs- / Praxisbeispiele;abs.Supp.;375.00. ;Partizipation / Mitsprache der Studierenden;abs.Supp.;375.00;rel.Supp.;7.50%
Regel :aus: ;;Partizipation / Mitsprache der Studierenden;folgt: ;;Anwendungs- / Praxisbeispiele;mit einer Confidence von;13.30%
Regel :aus: ;;Anwendungs- / Praxisbeispiele;folgt: ;;Partizipation / Mitsprache der Studierenden;mit einer Confidence von;83.33%
Large itemset;;Anwendungs- / Praxisbeispiele;abs.Supp.;630.00. ;Selbststudium;abs.Supp.;630.00;rel.Supp.;12.60%
Regel :aus: ;;Selbststudium;folgt: ;;Anwendungs- / Praxisbeispiele;mit einer Confidence von;22.34%
Regel :aus: ;;Anwendungs- / Praxisbeispiele;folgt: ;;Selbststudium;mit einer Confidence von;39.87%
Large itemset;;Anwendungs- / Praxisbeispiele;abs.Supp.;315.00. ;strukturiertes Skript;abs.Supp.;315.00;rel.Supp.;6.30%
Regel :aus: ;;strukturiertes Skript;folgt: ;;Anwendungs- / Praxisbeispiele;mit einer Confidence von;11.17%
Regel :aus: ;;Anwendungs- / Praxisbeispiele;folgt: ;;strukturiertes Skript;mit einer Confidence von;60.58%
Large itemset;;Anwendungs- / Praxisbeispiele;abs.Supp.;575.00. ;sympathisches Auftreten des Dozenten;abs.Supp.;575.00;rel.Supp.;11.50%
Regel :aus: ;;sympathisches Auftreten des Dozenten;folgt: ;;Anwendungs- / Praxisbeispiele;mit einer Confidence von;20.39%
Regel :aus: ;;Anwendungs- / Praxisbeispiele;folgt: ;;sympathisches Auftreten des Dozenten;mit einer Confidence von;82.14%
Large itemset;;Anwendungs- / Praxisbeispiele;abs.Supp.;666.00. ;Teilnahme am Praktikum;abs.Supp.;666.00;rel.Supp.;13.32%
Regel :aus: ;;Teilnahme am Praktikum;folgt: ;;Anwendungs- / Praxisbeispiele;mit einer Confidence von;23.62%
Regel :aus: ;;Anwendungs- / Praxisbeispiele;folgt: ;;Teilnahme am Praktikum;mit einer Confidence von;62.24%
Large itemset;;Anwendungs- / Praxisbeispiele;abs.Supp.;340.00. ;Teilnahme am Tutorium;abs.Supp.;340.00;rel.Supp.;6.80%
Regel :aus: ;;Teilnahme am Tutorium;folgt: ;;Anwendungs- / Praxisbeispiele;mit einer Confidence von;12.06%
Regel :aus: ;;Anwendungs- / Praxisbeispiele;folgt: ;;Teilnahme am Tutorium;mit einer Confidence von;47.22%
Large itemset;;Anwendungs- / Praxisbeispiele;abs.Supp.;1405.00. ;Übungen in der Vorlesung;abs.Supp.;1405.00;rel.Supp.;28.10%
Regel :aus: ;;Übungen in der Vorlesung;folgt: ;;Anwendungs- / Praxisbeispiele;mit einer Confidence von;49.82%
Regel :aus: ;;Anwendungs- / Praxisbeispiele;folgt: ;;Übungen in der Vorlesung;mit einer Confidence von;58.54%
Large itemset;;Anwendungs- / Praxisbeispiele;abs.Supp.;1105.00. ;verständliche Erklärungen;abs.Supp.;1105.00;rel.Supp.;22.10%
Regel :aus: ;;verständliche Erklärungen;folgt: ;;Anwendungs- / Praxisbeispiele;mit einer Confidence von;39.18%
Regel :aus: ;;Anwendungs- / Praxisbeispiele;folgt: ;;verständliche Erklärungen;mit einer Confidence von;71.29%
Large itemset;;Anwendungs- / Praxisbeispiele;abs.Supp.;1000.00. ;Visualisierungen;abs.Supp.;1000.00;rel.Supp.;20.00%
Regel :aus: ;;Visualisierungen;folgt: ;;Anwendungs- / Praxisbeispiele;mit einer Confidence von;35.46%
Regel :aus: ;;Anwendungs- / Praxisbeispiele;folgt: ;;Visualisierungen;mit einer Confidence von;69.93%
Large itemset;;Anwendungs- / Praxisbeispiele;abs.Supp.;645.00. ;Zusammenfassungen und Wiederholungen;abs.Supp.;645.00;rel.Supp.;12.90%
Regel :aus: ;;Zusammenfassungen und Wiederholungen;folgt: ;;Anwendungs- / Praxisbeispiele;mit einer Confidence von;22.87%
Regel :aus: ;;Anwendungs- / Praxisbeispiele;folgt: ;;Zusammenfassungen und Wiederholungen;mit einer Confidence von;70.88%
Large itemset;;Arbeitsmaterialien (Skript. Lehrbuch);abs.Supp.;565.00. ;Diskussionen in Präsenzlehre;abs.Supp.;330.00;rel.Supp.;11.30%
Regel :aus: ;;Diskussionen in Präsenzlehre;folgt: ;;Arbeitsmaterialien (Skript. Lehrbuch);mit einer Confidence von;55.39%
Regel :aus: ;;Arbeitsmaterialien (Skript. Lehrbuch);folgt: ;;Diskussionen in Präsenzlehre;mit einer Confidence von;62.26%
Large itemset;;Arbeitsmaterialien (Skript. Lehrbuch);abs.Supp.;375.00. ;Kommunikation mit Dozenten;abs.Supp.;375.00;rel.Supp.;7.50%
Regel :aus: ;;Kommunikation mit Dozenten;folgt: ;;Arbeitsmaterialien (Skript. Lehrbuch);mit einer Confidence von;36.76%
Regel :aus: ;;Arbeitsmaterialien (Skript. Lehrbuch);folgt: ;;Kommunikation mit Dozenten;mit einer Confidence von;24.19%
Large itemset;;Arbeitsmaterialien (Skript. Lehrbuch);abs.Supp.;350.00. ;Offenheit des Dozenten für Studierende;abs.Supp.;350.00;rel.Supp.;7.00%
Regel :aus: ;;Offenheit des Dozenten für Studierende;folgt: ;;Arbeitsmaterialien (Skript. Lehrbuch);mit einer Confidence von;34.31%
Regel :aus: ;;Arbeitsmaterialien (Skript. Lehrbuch);folgt: ;;Offenheit des Dozenten für Studierende;mit einer Confidence von;33.02%
Large itemset;;Arbeitsmaterialien (Skript. Lehrbuch);abs.Supp.;325.00. ;sympathisches Auftreten des Dozenten;abs.Supp.;325.00;rel.Supp.;6.50%
Regel :aus: ;;sympathisches Auftreten des Dozenten;folgt: ;;Arbeitsmaterialien (Skript. Lehrbuch);mit einer Confidence von;31.86%
Regel :aus: ;;Arbeitsmaterialien (Skript. Lehrbuch);folgt: ;;sympathisches Auftreten des Dozenten;mit einer Confidence von;46.43%
Large itemset;;Arbeitsmaterialien (Skript. Lehrbuch);abs.Supp.;485.00. ;Übungen in der Vorlesung;abs.Supp.;485.00;rel.Supp.;9.70%
Regel :aus: ;;Übungen in der Vorlesung;folgt: ;;Arbeitsmaterialien (Skript. Lehrbuch);mit einer Confidence von;47.55%
Regel :aus: ;;Arbeitsmaterialien (Skript. Lehrbuch);folgt: ;;Übungen in der Vorlesung;mit einer Confidence von;20.21%
Large itemset;;Arbeitsmaterialien (Skript. Lehrbuch);abs.Supp.;405.00. ;verständliche Erklärungen;abs.Supp.;405.00;rel.Supp.;8.10%
Regel :aus: ;;verständliche Erklärungen;folgt: ;;Arbeitsmaterialien (Skript. Lehrbuch);mit einer Confidence von;39.71%
Regel :aus: ;;Arbeitsmaterialien (Skript. Lehrbuch);folgt: ;;verständliche Erklärungen;mit einer Confidence von;26.13%
Large itemset;;Diskussionen in Präsenzlehre;abs.Supp.;320.00. ;Kommunikation mit Dozenten;abs.Supp.;320.00;rel.Supp.;6.40%
Regel :aus: ;;Kommunikation mit Dozenten;folgt: ;;Diskussionen in Präsenzlehre;mit einer Confidence von;60.38%
Regel :aus: ;;Diskussionen in Präsenzlehre;folgt: ;;Kommunikation mit Dozenten;mit einer Confidence von;20.65%
Large itemset;;Diskussionen in Präsenzlehre;abs.Supp.;320.00. ;Lockerheit des Dozenten;abs.Supp.;175.00;rel.Supp.;6.40%
Regel :aus: ;;Lockerheit des Dozenten;folgt: ;;Diskussionen in Präsenzlehre;mit einer Confidence von;60.38%
Regel :aus: ;;Diskussionen in Präsenzlehre;folgt: ;;Lockerheit des Dozenten;mit einer Confidence von;26.52%
Large itemset;;Diskussionen in Präsenzlehre;abs.Supp.;320.00. ;logischer Aufbau der Lehrveranstaltung;abs.Supp.;85.00;rel.Supp.;6.40%
Regel :aus: ;;logischer Aufbau der Lehrveranstaltung;folgt: ;;Diskussionen in Präsenzlehre;mit einer Confidence von;60.38%
Regel :aus: ;;Diskussionen in Präsenzlehre;folgt: ;;logischer Aufbau der Lehrveranstaltung;mit einer Confidence von;27.42%
Large itemset;;Kommunikation mit Dozenten;abs.Supp.;425.00. ;Offenheit des Dozenten für Studierende;abs.Supp.;425.00;rel.Supp.;8.50%
Regel :aus: ;;Offenheit des Dozenten für Studierende;folgt: ;;Kommunikation mit Dozenten;mit einer Confidence von;27.42%
Regel :aus: ;;Kommunikation mit Dozenten;folgt: ;;Offenheit des Dozenten für Studierende;mit einer Confidence von;40.09%
Large itemset;;Kommunikation mit Dozenten;abs.Supp.;325.00. ;Partizipation / Mitsprache der Studierenden;abs.Supp.;325.00;rel.Supp.;6.50%
Regel :aus: ;;Partizipation / Mitsprache der Studierenden;folgt: ;;Kommunikation mit Dozenten;mit einer Confidence von;20.97%
Regel :aus: ;;Kommunikation mit Dozenten;folgt: ;;Partizipation / Mitsprache der Studierenden;mit einer Confidence von;72.22%
Large itemset;;Kommunikation mit Dozenten;abs.Supp.;355.00. ;Selbststudium;abs.Supp.;355.00;rel.Supp.;7.10%
Regel :aus: ;;Selbststudium;folgt: ;;Kommunikation mit Dozenten;mit einer Confidence von;22.90%
Regel :aus: ;;Kommunikation mit Dozenten;folgt: ;;Selbststudium;mit einer Confidence von;22.47%
Large itemset;;Kommunikation mit Dozenten;abs.Supp.;355.00. ;strukturiertes Skript;abs.Supp.;201.00;rel.Supp.;7.10%
Regel :aus: ;;strukturiertes Skript;folgt: ;;Kommunikation mit Dozenten;mit einer Confidence von;22.90%
Regel :aus: ;;Kommunikation mit Dozenten;folgt: ;;strukturiertes Skript;mit einer Confidence von;38.65%
Large itemset;;Kommunikation mit Dozenten;abs.Supp.;335.00. ;Teilnahme am Praktikum;abs.Supp.;335.00;rel.Supp.;6.70%
Regel :aus: ;;Teilnahme am Praktikum;folgt: ;;Kommunikation mit Dozenten;mit einer Confidence von;21.61%
Regel :aus: ;;Kommunikation mit Dozenten;folgt: ;;Teilnahme am Praktikum;mit einer Confidence von;31.31%
Large itemset;;Kommunikation mit Dozenten;abs.Supp.;750.00. ;Übungen in der Vorlesung;abs.Supp.;750.00;rel.Supp.;15.00%
Regel :aus: ;;Übungen in der Vorlesung;folgt: ;;Kommunikation mit Dozenten;mit einer Confidence von;48.39%
Regel :aus: ;;Kommunikation mit Dozenten;folgt: ;;Übungen in der Vorlesung;mit einer Confidence von;31.25%
Large itemset;;Kommunikation mit Dozenten;abs.Supp.;545.00. ;verständliche Erklärungen;abs.Supp.;545.00;rel.Supp.;10.90%
Regel :aus: ;;verständliche Erklärungen;folgt: ;;Kommunikation mit Dozenten;mit einer Confidence von;35.16%
Regel :aus: ;;Kommunikation mit Dozenten;folgt: ;;verständliche Erklärungen;mit einer Confidence von;35.16%
Large itemset;;Kommunikation mit Dozenten;abs.Supp.;565.00. ;Visualisierungen;abs.Supp.;565.00;rel.Supp.;11.30%
Regel :aus: ;;Visualisierungen;folgt: ;;Kommunikation mit Dozenten;mit einer Confidence von;36.45%
Regel :aus: ;;Kommunikation mit Dozenten;folgt: ;;Visualisierungen;mit einer Confidence von;39.51%
Large itemset;;Kommunikation mit Dozenten;abs.Supp.;600.00. ;Zusammenfassungen und Wiederholungen;abs.Supp.;600.00;rel.Supp.;12.00%
Regel :aus: ;;Zusammenfassungen und Wiederholungen;folgt: ;;Kommunikation mit Dozenten;mit einer Confidence von;38.71%
Regel :aus: ;;Kommunikation mit Dozenten;folgt: ;;Zusammenfassungen und Wiederholungen;mit einer Confidence von;65.93%
Large itemset;;Lockerheit des Dozenten;abs.Supp.;505.00. ;Übungen in der Vorlesung;abs.Supp.;505.00;rel.Supp.;10.10%
Regel :aus: ;;Übungen in der Vorlesung;folgt: ;;Lockerheit des Dozenten;mit einer Confidence von;76.52%
Regel :aus: ;;Lockerheit des Dozenten;folgt: ;;Übungen in der Vorlesung;mit einer Confidence von;21.04%
Large itemset;;Offenheit des Dozenten für Studierende;abs.Supp.;325.00. ;Partizipation / Mitsprache der Studierenden;abs.Supp.;325.00;rel.Supp.;6.50%
Regel :aus: ;;Partizipation / Mitsprache der Studierenden;folgt: ;;Offenheit des Dozenten für Studierende;mit einer Confidence von;30.66%
Regel :aus: ;;Offenheit des Dozenten für Studierende;folgt: ;;Partizipation / Mitsprache der Studierenden;mit einer Confidence von;72.22%
Large itemset;;Offenheit des Dozenten für Studierende;abs.Supp.;450.00. ;sympathisches Auftreten des Dozenten;abs.Supp.;450.00;rel.Supp.;9.00%
Regel :aus: ;;sympathisches Auftreten des Dozenten;folgt: ;;Offenheit des Dozenten für Studierende;mit einer Confidence von;42.45%
Regel :aus: ;;Offenheit des Dozenten für Studierende;folgt: ;;sympathisches Auftreten des Dozenten;mit einer Confidence von;64.29%
Large itemset;;Offenheit des Dozenten für Studierende;abs.Supp.;330.00. ;Übungen in der Vorlesung;abs.Supp.;330.00;rel.Supp.;6.60%
Regel :aus: ;;Übungen in der Vorlesung;folgt: ;;Offenheit des Dozenten für Studierende;mit einer Confidence von;31.13%
Regel :aus: ;;Offenheit des Dozenten für Studierende;folgt: ;;Übungen in der Vorlesung;mit einer Confidence von;13.75%
Large itemset;;Offenheit des Dozenten für Studierende;abs.Supp.;605.00. ;verständliche Erklärungen;abs.Supp.;605.00;rel.Supp.;12.10%
Regel :aus: ;;verständliche Erklärungen;folgt: ;;Offenheit des Dozenten für Studierende;mit einer Confidence von;57.08%
Regel :aus: ;;Offenheit des Dozenten für Studierende;folgt: ;;verständliche Erklärungen;mit einer Confidence von;39.03%
Large itemset;;Offenheit des Dozenten für Studierende;abs.Supp.;400.00. ;Visualisierungen;abs.Supp.;400.00;rel.Supp.;8.00%
Regel :aus: ;;Visualisierungen;folgt: ;;Offenheit des Dozenten für Studierende;mit einer Confidence von;37.74%
Regel :aus: ;;Offenheit des Dozenten für Studierende;folgt: ;;Visualisierungen;mit einer Confidence von;27.97%
Large itemset;;Offenheit des Dozenten für Studierende;abs.Supp.;310.00. ;Zusammenfassungen und Wiederholungen;abs.Supp.;310.00;rel.Supp.;6.20%
Regel :aus: ;;Zusammenfassungen und Wiederholungen;folgt: ;;Offenheit des Dozenten für Studierende;mit einer Confidence von;29.25%
Regel :aus: ;;Offenheit des Dozenten für Studierende;folgt: ;;Zusammenfassungen und Wiederholungen;mit einer Confidence von;34.07%
Large itemset;;Selbststudium;abs.Supp.;310.00. ;Teilnahme am Praktikum;abs.Supp.;310.00;rel.Supp.;6.20%
Regel :aus: ;;Teilnahme am Praktikum;folgt: ;;Selbststudium;mit einer Confidence von;19.62%
Regel :aus: ;;Selbststudium;folgt: ;;Teilnahme am Praktikum;mit einer Confidence von;28.97%
Large itemset;;Selbststudium;abs.Supp.;405.00. ;Teilnahme am Tutorium;abs.Supp.;405.00;rel.Supp.;8.10%
Regel :aus: ;;Teilnahme am Tutorium;folgt: ;;Selbststudium;mit einer Confidence von;25.63%
Regel :aus: ;;Selbststudium;folgt: ;;Teilnahme am Tutorium;mit einer Confidence von;56.25%
Large itemset;;Selbststudium;abs.Supp.;720.00. ;Übungen in der Vorlesung;abs.Supp.;720.00;rel.Supp.;14.40%
Regel :aus: ;;Übungen in der Vorlesung;folgt: ;;Selbststudium;mit einer Confidence von;45.57%
Regel :aus: ;;Selbststudium;folgt: ;;Übungen in der Vorlesung;mit einer Confidence von;30.00%
Large itemset;;Selbststudium;abs.Supp.;321.00. ;Visualisierungen;abs.Supp.;321.00;rel.Supp.;6.42%
Regel :aus: ;;Visualisierungen;folgt: ;;Selbststudium;mit einer Confidence von;20.32%
Regel :aus: ;;Selbststudium;folgt: ;;Visualisierungen;mit einer Confidence von;22.45%
Large itemset;;sympathisches Auftreten des Dozenten;abs.Supp.;300.00. ;Übungen in der Vorlesung;abs.Supp.;300.00;rel.Supp.;6.00%
Regel :aus: ;;Übungen in der Vorlesung;folgt: ;;sympathisches Auftreten des Dozenten;mit einer Confidence von;42.86%
Regel :aus: ;;sympathisches Auftreten des Dozenten;folgt: ;;Übungen in der Vorlesung;mit einer Confidence von;12.50%
Large itemset;;sympathisches Auftreten des Dozenten;abs.Supp.;325.00. ;verständliche Erklärungen;abs.Supp.;325.00;rel.Supp.;6.50%
Regel :aus: ;;verständliche Erklärungen;folgt: ;;sympathisches Auftreten des Dozenten;mit einer Confidence von;46.43%
Regel :aus: ;;sympathisches Auftreten des Dozenten;folgt: ;;verständliche Erklärungen;mit einer Confidence von;20.97%
Large itemset;;Teilnahme am Praktikum;abs.Supp.;460.00. ;Übungen in der Vorlesung;abs.Supp.;460.00;rel.Supp.;9.20%
Regel :aus: ;;Übungen in der Vorlesung;folgt: ;;Teilnahme am Praktikum;mit einer Confidence von;42.99%
Regel :aus: ;;Teilnahme am Praktikum;folgt: ;;Übungen in der Vorlesung;mit einer Confidence von;19.17%
Large itemset;;Teilnahme am Praktikum;abs.Supp.;420.00. ;Visualisierungen;abs.Supp.;420.00;rel.Supp.;8.40%
Regel :aus: ;;Visualisierungen;folgt: ;;Teilnahme am Praktikum;mit einer Confidence von;39.25%
Regel :aus: ;;Teilnahme am Praktikum;folgt: ;;Visualisierungen;mit einer Confidence von;29.37%
Large itemset;;Teilnahme am Tutorium;abs.Supp.;370.00. ;Übungen in der Vorlesung;abs.Supp.;370.00;rel.Supp.;7.40%
Regel :aus: ;;Übungen in der Vorlesung;folgt: ;;Teilnahme am Tutorium;mit einer Confidence von;51.39%
Regel :aus: ;;Teilnahme am Tutorium;folgt: ;;Übungen in der Vorlesung;mit einer Confidence von;15.42%
Large itemset;;Übungen in der Vorlesung;abs.Supp.;525.00. ;verständliche Erklärungen;abs.Supp.;525.00;rel.Supp.;10.50%
Regel :aus: ;;verständliche Erklärungen;folgt: ;;Übungen in der Vorlesung;mit einer Confidence von;21.88%
Regel :aus: ;;Übungen in der Vorlesung;folgt: ;;verständliche Erklärungen;mit einer Confidence von;33.87%
Large itemset;;Übungen in der Vorlesung;abs.Supp.;560.00. ;Visualisierungen;abs.Supp.;560.00;rel.Supp.;11.20%
Regel :aus: ;;Visualisierungen;folgt: ;;Übungen in der Vorlesung;mit einer Confidence von;23.33%
Regel :aus: ;;Übungen in der Vorlesung;folgt: ;;Visualisierungen;mit einer Confidence von;39.16%
